id,value
"id_136,12.368572503238083"
"id_137,22.91819855672081"
"id_138,75.20300581456571"
"id_139,61.19838066193834"
"id_140,28.02969329207264"
"id_141,19.244707366153758"
"id_142,23.14146648726846"
"id_143,6.248700413760537"
"id_144,16.078345490885486"
"id_145,8.660798021550715"
"id_146,19.90698767739696"
"id_147,8.070987974100648"
"id_148,11.420262541834719"
"id_149,14.958448203610786"
"id_150,43.182538035901395"
"id_151,16.219501310521178"
"id_152,21.476415547018043"
"id_153,12.503593753859116"
"id_154,14.568636682038921"
"id_155,20.937422050901983"
"id_156,22.345426077641534"
"id_157,35.465389629750305"
"id_158,2.8649340857463654"
"id_159,21.788248344776466"
"id_160,36.43133733361477"
"id_161,17.46225505456084"
"id_162,55.45800073323704"
"id_163,14.972375432930638"
"id_164,30.628646639217585"
"id_165,23.373951864364233"
"id_166,16.08782046754396"
"id_167,-3.265907874564272"
"id_168,61.22150549880427"
"id_169,12.451562441978837"
"id_170,13.768461110754236"
"id_171,67.96069324542724"
"id_172,16.765416732899915"
"id_173,-0.5719702955249835"
"id_174,22.076567385721283"
"id_175,-5.273484452256797"
"id_176,4.956690280331631"
"id_177,15.442079296432365"
"id_178,19.005243545891428"
"id_179,22.193384311748364"
"id_180,41.15341807431327"
"id_181,32.95158721277966"
"id_182,28.55616242138521"
"id_183,14.656468810638016"
"id_184,5.278377627147699"
"id_185,40.67232766405895"
"id_186,34.424932116949186"
"id_187,31.512640374796923"
"id_188,16.176788460271823"
"id_189,23.120521024730923"
"id_190,15.64629151890339"
"id_191,14.274297968927234"
"id_192,27.339574361219142"
"id_193,69.6105222963924"
"id_194,30.632096741491637"
"id_195,8.729458816109743"
"id_196,59.55414373319373"
"id_197,19.109031609083477"
"id_198,19.78414046004689"
"id_199,16.254781190462555"
"id_200,121.4337707803082"
"id_201,21.750876278452512"
"id_202,59.3101887628306"
"id_203,6.021523615670969"
"id_204,60.381381320800884"
"id_205,31.664126800899062"
"id_206,16.153721911482883"
"id_207,14.154196283200921"
"id_208,59.15621953584375"
"id_209,14.83351345532907"
"id_210,37.96211318056479"
"id_211,67.58018405064863"
"id_212,18.931158969096906"
"id_213,113.42540783316494"
"id_214,38.784786685934094"
"id_215,78.8572789429506"
"id_216,88.10092605359586"
"id_217,69.81485441351784"
"id_218,30.64508859623843"
"id_219,20.590389836148155"
"id_220,30.698966999994603"
"id_221,59.99924432593184"
"id_222,28.047061674162265"
"id_223,41.590107561094435"
"id_224,45.223686164889784"
"id_225,10.3292648459694"
"id_226,7.796232969192603"
"id_227,81.91859767192346"
"id_228,30.192996183846564"
"id_229,2.7570538585203543"
"id_230,42.70079898378295"
"id_231,16.710119276386553"
"id_232,25.52020449600706"
"id_233,7.555071478323255"
"id_234,16.449009455522305"
"id_235,27.897181067242293"
"id_236,15.15366060366512"
"id_237,5.324244061637529"
"id_238,26.285857432062457"
"id_239,16.644515042423837"
